Player_id,Mean,Variance,Direction
Player1,2.132991089457331,0.16401643966517943,"[-0.3352762893933636, -0.3352762893933636]"
Player2,2.1293971929281135,0.16530165471647454,"[-0.23325747503920866, -0.23325747503920866]"
Player3,2.1346270234167433,0.16482710250019955,"[0.4659549180399737, 0.4659549180399737]"
Player4,2.1306227895333065,0.1637055574401814,"[0.33390880990695004, 0.33390880990695004]"
Player5,2.127721048997602,0.16404969599282668,"[0.03565895656662578, 0.03565895656662578]"
Player6,2.1294684689854115,0.16495709514408813,"[-0.14288303706251176, -0.14288303706251176]"
Player7,2.1273863857890216,0.1620877721427316,"[-0.2825231033868747, -0.2825231033868747]"
Player8,2.13070491872335,0.1639676103975073,"[-0.2809756897044419, -0.2809756897044419]"
Player9,2.12680192229143,0.16094850956634726,"[0.07875698387672428, 0.07875698387672428]"
Player10,2.127307656632187,0.15971383574079825,"[0.02032554309468441, 0.02032554309468441]"
Player11,2.857634037709287,7.92388241747177e-27,"[7.690136362976699e-05, 7.690136362976699e-05]"
Player12,2.1313845397712248,0.16391735138930244,"[0.49780772238534904, 0.49780772238534904]"
Player13,2.1273989177027404,0.161876800751889,"[0.1667893968180643, 0.1667893968180643]"
Player14,2.1314316338005592,0.16340871377634544,"[-0.4675291208123173, -0.4675291208123173]"
Player15,2.136873751243237,0.16625955613503635,"[-0.523969962113884, -0.523969962113884]"
Player16,2.130750510663857,0.16361877886181003,"[0.19366189146379276, 0.19366189146379276]"
Player17,2.1296370976286405,0.16514940421810062,"[-0.05298944137319982, -0.05298944137319982]"
Player18,2.1309950063774092,0.16435741288316777,"[-0.18539354610927436, -0.18539354610927436]"
Player19,2.127104193156324,0.16318834189095285,"[-0.1993802946603503, -0.1993802946603503]"
Player20,2.1259978265941237,0.15894667036969848,"[0.038059879429936175, 0.038059879429936175]"
Player21,2.1250898385796977,0.1601948971625845,"[-0.12541160876932658, -0.12541160876932658]"
Player22,1.7980819681270213,1.2048563503596812e-26,"[0.029664144709104844, 0.029664144709104844]"
